date,open_p,close_p,volume
2015-01-01,3999.5698177221816,3994.102245730997,790334
2015-01-02,3993.7516354440045,3965.0921980938847,2401816
2015-01-05,3965.395594189391,3962.9192569626875,799512
2015-01-06,3963.1658091739178,3888.9633041485527,797125
2015-01-07,3888.960569772724,3924.619419992898,785676
2015-01-08,3923.7441184184227,3895.910035076803,788360
2015-01-09,3896.4290921778156,3833.7019278104394,2352603
2015-01-12,3833.054154366863,3821.1672717282045,797112
2015-01-13,3820.930134330883,3856.1289282540547,785386
2015-01-14,3855.3812867932984,3930.779223926618,779215
2015-01-15,3929.920206786907,3928.420543296998,786903
2015-01-16,3928.777495864905,3932.5588753475554,2341250
2015-01-19,3932.589281419103,3991.0933291490287,790169
2015-01-20,3991.266290295094,4044.346974706098,776681
2015-01-21,4044.759946638237,4016.7493239042224,789670
2015-01-22,4017.3041861127253,4017.2596827489074,782629
2015-01-23,4016.08504250455,4026.127611346937,2375114
2015-01-26,4025.614000936875,4059.9208080777257,795127
2015-01-27,4058.4274830203594,4005.333821558378,789157
2015-01-28,4003.5847137030937,4019.285642815806,774752
2015-01-29,4018.281677403155,3989.2516890163815,799351
2015-01-30,3987.8179435481707,3957.560227409935,2368383
2015-02-02,3957.107893477362,3970.6520823016954,796172
2015-02-03,3970.455187828909,3868.234158528419,800474
2015-02-04,3867.3806572646886,3851.313855708697,805969
2015-02-05,3851.221683488451,3884.296221959793,786189
2015-02-06,3885.0421714822314,3786.2109946759324,2400408
2015-02-09,3786.1059634397147,3822.0975444564333,783211
2015-02-10,3822.512789167417,3849.49170141047,789861
2015-02-11,3848.7740375409844,3845.5562174294073,793895
2015-02-12,3846.4117459797058,3737.693859596096,769425
2015-02-13,3738.0140778692344,3705.8858130082453,2391665
2015-02-16,3705.9399306499054,3701.284412613814,785750
2015-02-17,3701.798759314798,3727.6896811293077,791523
2015-02-18,3728.269117766915,3745.046613929387,805485
2015-02-19,3744.1973695588,3748.170275397255,777797
2015-02-20,3747.226584725315,3699.1139591446013,2405505
2015-02-23,3699.987312465142,3680.021449449028,782800
2015-02-24,3681.398926730259,3719.1563263906087,784547
2015-02-25,3718.0032708153803,3686.166159263408,774004
2015-02-26,3688.680133596234,3673.457881491951,793865
2015-02-27,3673.8949117212073,3507.19981848772,2365354
2015-03-02,3507.244848765787,3506.8057053358893,774097
2015-03-03,3505.5984627874054,3484.0104416646486,787303
2015-03-04,3484.3629225651257,3498.9809177907723,787269
2015-03-05,3498.346130375008,3492.2483370701702,801310
2015-03-06,3491.52595578107,3614.0819139244613,2367844
2015-03-09,3615.0471899630743,3615.0818922434537,792138
2015-03-10,3615.1235939542808,3621.1263116008654,802285
2015-03-11,3620.7621776789865,3651.940757511369,779209
2015-03-12,3651.790039407632,3674.351492674655,795494
2015-03-13,3673.261269584538,3642.987843006791,2377987
2015-03-16,3641.0995793282946,3652.3602132604265,784972
2015-03-17,3650.9071950113885,3676.917676118943,808760
2015-03-18,3676.4669179589273,3694.105347029854,804237
2015-03-19,3693.920334674975,3777.950094652815,806793
2015-03-20,3776.465010198877,3719.3857746892786,2394048
2015-03-23,3720.2776177183955,3717.877873106551,779945
2015-03-24,3718.622856050588,3708.810623357175,796664
2015-03-25,3708.0794930754923,3717.0062594255064,797353
2015-03-26,3716.073611766909,3732.628699422549,792765
2015-03-27,3733.17971324317,3752.0396447133426,2384079
2015-03-30,3752.741698051892,3867.3566111788614,788534
2015-03-31,3866.64785021135,3897.2794605611475,796089
2015-04-01,3895.572002983851,3924.8710026159724,797901
2015-04-02,3926.6111952472857,3961.5393977287886,784994
2015-04-03,3960.6874507526904,4006.6746411911645,2380704
2015-04-06,4006.633932736131,4053.941725453093,794442
2015-04-07,4052.6327177674193,4053.101214935145,794852
2015-04-08,4054.2166712443686,4089.741089535125,780372
2015-04-09,4090.3086152642572,4081.2595743183574,806590
2015-04-10,4080.6011929573297,4104.013241859611,2353573
2015-04-13,4103.153896541319,4119.201450078016,795786
2015-04-14,4119.013727166098,4116.101006276421,815263
2015-04-15,4113.956928937436,4062.1090671929032,813271
2015-04-16,4062.599713375921,4103.74492400952,788557
2015-04-17,4102.800561189603,4131.1601038247,2379115
2015-04-20,4133.335900778107,4194.954651080371,786211
2015-04-21,4194.821813189295,4200.15574516648,791411
2015-04-22,4200.840088431179,4181.09716001567,786703
2015-04-23,4182.059801828886,4200.153309940504,783621
2015-04-24,4201.994311469311,4278.53646953702,2371749
2015-04-27,4282.411641061887,4261.516648281345,780112
2015-04-28,4262.168601368999,4286.043107690133,810124
2015-04-29,4287.414538383039,4346.928588539106,778480
2015-04-30,4347.960288683776,4328.232795748979,792226
2015-05-01,4327.85715270792,4245.547964522176,2350012
