date,open_p,close_p,volume
2015-01-01,4000.214468509267,3970.523776933675,795085
2015-01-02,3969.842633142873,4018.986910861054,2391510
2015-01-05,4018.916312416587,3952.264806071269,800659
2015-01-06,3952.3238137867843,3958.4866173002924,787756
2015-01-07,3957.9182519612605,3973.131555008852,797719
2015-01-08,3971.431413965773,3940.3885032178046,797618
2015-01-09,3940.769452724823,3937.3658875939113,2385070
2015-01-12,3936.517428675307,3961.125142195637,784105
2015-01-13,3962.1635473395972,3980.784604932848,796257
2015-01-14,3982.602374772482,3910.6710896647933,779105
2015-01-15,3910.1441236216933,3902.6460117707543,783423
2015-01-16,3902.9206708312954,3879.8653820637937,2389655
2015-01-19,3880.229838788183,3884.0998186946226,809627
2015-01-20,3883.890050441503,3888.079853004508,783209
2015-01-21,3887.9059183727754,3886.6625637557945,807395
2015-01-22,3885.598008888174,3894.4652109916115,809745
2015-01-23,3892.5982926242164,3859.4186877152993,2376416
2015-01-26,3858.242886766925,3888.38297307993,802452
2015-01-27,3886.7572989970545,3963.0573828713127,788408
2015-01-28,3962.733197058865,3990.941279338026,787425
2015-01-29,3991.511960113938,3972.0141834989627,796576
2015-01-30,3970.9896007487287,4054.6993630630386,2361698
2015-02-02,4055.544319565784,4049.6191905765436,793392
2015-02-03,4047.9317718825146,4049.807323839342,798355
2015-02-04,4048.0427781695157,4073.7797771203905,781187
2015-02-05,4074.9839111747674,4098.386517828447,791059
2015-02-06,4099.06342144837,4135.22697076171,2346114
2015-02-09,4136.651311561782,4136.420675761684,799319
2015-02-10,4137.0870234644035,4098.478453452127,803249
2015-02-11,4098.659222574895,4110.374201112299,776545
2015-02-12,4112.4367296094615,4070.7736439990326,787651
2015-02-13,4068.8164465890536,4019.719246155683,2353045
2015-02-16,4020.146239667776,4051.401154711604,805323
2015-02-17,4052.147929305385,4029.8223811259595,795445
2015-02-18,4029.8113061354807,4024.0896690988716,775008
2015-02-19,4024.0221214396024,4031.394757427293,796900
2015-02-20,4030.5097735980753,3998.862453673923,2391291
2015-02-23,3997.848921544293,4032.5938837233925,779213
2015-02-24,4032.0319283102067,4096.914480185698,793576
2015-02-25,4096.677491956487,4145.540881037947,794367
2015-02-26,4146.852710134505,4080.583393323356,790642
2015-02-27,4082.9276962388153,4012.2076474350833,2388826
2015-03-02,4012.850222763026,3938.432691337428,792724
2015-03-03,3937.975500462097,3909.6756184649853,783810
2015-03-04,3910.0578396864416,3890.5221840998806,789288
2015-03-05,3891.5375161068987,3895.550546399789,777639
2015-03-06,3895.6174618233736,3906.646866569147,2374155
2015-03-09,3907.9028347742787,4021.710820747958,784891
2015-03-10,4021.8224811649784,4037.3776839413827,783580
2015-03-11,4037.1266786678534,4005.8539672667735,789641
2015-03-12,4006.3740051460027,4046.5627933194783,786210
2015-03-13,4046.9853448927324,3956.5826217656077,2369569
2015-03-16,3957.5164571211367,3972.3597685559494,813008
2015-03-17,3972.5983592119846,3997.848432181119,798882
2015-03-18,3997.6180557705757,4053.457861498016,788655
2015-03-19,4055.0604466518284,4094.2773827554893,790448
2015-03-20,4093.113639749771,4032.005642431702,2374905
2015-03-23,4030.3676957090574,4023.7250948837896,792200
2015-03-24,4022.926711548693,3976.988490662083,793356
2015-03-25,3976.274444004242,4007.576172751126,795734
2015-03-26,4006.714515773524,4003.660776992545,791882
2015-03-27,4004.2035291367247,4026.8155507374104,2372006
2015-03-30,4027.200246105517,4049.3624919007525,810390
2015-03-31,4049.5889337959966,4099.336079740697,788854
2015-04-01,4099.119212815643,4065.424447015567,800970
2015-04-02,4064.6828826428787,4137.361665501843,794565
2015-04-03,4135.730207266223,4070.2377681836033,2371662
2015-04-06,4069.7142441602223,4114.651740398662,801441
2015-04-07,4113.643211949618,4121.314494853411,782513
2015-04-08,4119.68501365602,4115.903762472565,778740
2015-04-09,4115.481321164048,4121.673272706809,797327
2015-04-10,4123.673007085198,4061.3185960529963,2364547
2015-04-13,4060.5546940486333,4081.203018969366,786200
2015-04-14,4081.9315488096836,4133.114531841248,778740
2015-04-15,4131.640289632641,4108.62669665193,813462
2015-04-16,4108.221319536586,4063.9247823664173,785976
2015-04-17,4063.3387221807316,4084.5994904949503,2369375
2015-04-20,4085.832722842165,4127.0706814247,778292
2015-04-21,4127.591595935001,4079.0729202276825,792333
2015-04-22,4080.0553029042103,4143.155163221245,805560
2015-04-23,4142.707005620547,4112.060697944025,784055
2015-04-24,4112.230932606479,4266.022239642936,2350036
2015-04-27,4266.932279961693,4277.628713618075,811860
2015-04-28,4278.0897638697825,4265.415223235294,793203
2015-04-29,4264.355093247052,4249.184699044744,793693
2015-04-30,4250.046648594885,4263.880080435747,787777
2015-05-01,4262.674591094618,4250.406643350626,2364849
2015-05-04,4251.530672895916,4257.194982774849,821127
2015-05-05,4255.013012018998,4293.121754115271,800521
2015-05-06,4294.222226149152,4257.555275844404,796439
2015-05-07,4257.192684805493,4276.4650631008235,798108
2015-05-08,4278.6668245622695,4339.005023666732,2393382
2015-05-11,4339.321363024398,4338.105156139889,803900
2015-05-12,4338.757741960328,4284.421186830739,796256
2015-05-13,4284.333227490607,4268.018078047438,766532
2015-05-14,4267.963400044055,4251.546273565702,789419
2015-05-15,4252.878799804712,4202.8793018769065,2380760
2015-05-18,4204.45199697942,4192.263948211785,796302
2015-05-19,4191.4500508264955,4214.610577489555,809733
2015-05-20,4214.801885679368,4181.285163787238,780866
2015-05-21,4180.63406416031,4170.851994648333,801450
2015-05-22,4169.756154902972,4318.315940308542,2376510
2015-05-25,4319.440981135987,4328.819892737313,793570
2015-05-26,4328.89942443951,4352.299148054893,801070
2015-05-27,4354.096978966879,4365.615870547018,793987
2015-05-28,4366.774296356132,4384.418890776872,800268
2015-05-29,4384.712396712425,4369.768491960879,2389989
2015-06-01,4368.696301567141,4355.629963828155,783315
2015-06-02,4356.600728230967,4369.540508541863,791477
2015-06-03,4366.861247876094,4390.497170987731,792901
2015-06-04,4389.386114584268,4348.197834025721,790819
2015-06-05,4347.153436613792,4283.5422691674785,2363694
2015-06-08,4283.5126322567485,4229.853235615402,800016
2015-06-09,4230.0241908641065,4190.885380331996,799429
2015-06-10,4190.301281421402,4137.835328924509,779486
2015-06-11,4138.678849059286,4172.124790899347,783744
2015-06-12,4170.888966713411,4135.871251319664,2378970
2015-06-15,4137.0222009631225,4076.4212096091096,779677
2015-06-16,4075.2095520138478,4012.496287937081,774852
2015-06-17,4014.8575602527303,3995.868561353667,781037
2015-06-18,3994.719894237157,3965.644775337309,781195
2015-06-19,3967.1304800931453,3902.20505068717,2366943
2015-06-22,3901.4216196859284,3914.6401277292575,784336
2015-06-23,3914.204197708349,3921.414483830333,793134
2015-06-24,3920.1658688824523,3883.752667970529,796372
2015-06-25,3882.6495592309425,3919.3883032879085,786463
2015-06-26,3920.6901221850876,3909.4576917904355,2402222
2015-06-29,3909.3644553765994,3935.6248517748154,785442
