date,open_p,close_p,volume
2015-01-01,1799.4387901003506,1828.5742419095589,791819
2015-01-02,1828.6910757685507,1789.6735510723029,2348056
2015-01-05,1790.284886288933,1812.7360693743992,799979
2015-01-06,1813.4608188148707,1821.8355174062337,779310
2015-01-07,1821.4299538000707,1808.8446049441907,794196
2015-01-08,1810.1542290796758,1817.003583789686,786005
2015-01-09,1817.3010786075151,1821.2513742704307,2349537
2015-01-12,1820.068997800058,1814.9630594587297,790181
2015-01-13,1814.0701887997916,1806.079395357677,777686
2015-01-14,1806.7850253616737,1796.7754363565007,770835
2015-01-15,1796.681573491975,1809.7361010459406,812637
2015-01-16,1809.0225234642255,1859.1996982518133,2368723
2015-01-19,1859.2639181152153,1851.9302442609392,808632
2015-01-20,1851.7122478601416,1885.8670688423265,794707
2015-01-21,1885.3862000004794,1910.0659040405349,795319
2015-01-22,1910.3154639341897,1913.8742497740463,801839
2015-01-23,1914.4985274387798,1965.0898317952126,2382468
2015-01-26,1966.2485925192696,1955.022607437447,781892
2015-01-27,1954.6396747867968,1972.326977866449,772759
2015-01-28,1971.9100249021224,1980.4352339883362,796133
2015-01-29,1980.810846901448,1992.408169448533,787542
2015-01-30,1992.1882239307317,2045.1289077483764,2368926
2015-02-02,2045.151698073972,2046.75020264416,787757
2015-02-03,2046.587132074765,2036.6648839272143,769196
2015-02-04,2036.6950088627204,2051.460393708901,799782
2015-02-05,2052.3557719984024,2045.2452230719832,796674
2015-02-06,2045.1108398727486,2063.3078664283503,2387862
2015-02-09,2062.3615575275453,2020.6205993832154,788422
2015-02-10,2020.6440303931415,1983.5277518322914,782701
2015-02-11,1983.3812193105175,1992.4014944013302,790940
2015-02-12,1993.1323736277654,2013.6133544931317,778424
2015-02-13,2013.4016688041115,2012.6210072185677,2403396
2015-02-16,2012.9738590206173,2046.5171037964944,800903
2015-02-17,2047.633497498776,2086.703377413776,790081
2015-02-18,2085.4641086759784,2103.5271360594043,794732
2015-02-19,2103.5474457000482,2057.7311044305534,779591
2015-02-20,2058.5889214139306,2022.1647133819777,2376742
2015-02-23,2023.3626521910196,2018.4885988913907,788537
2015-02-24,2018.6908490081098,1965.6393826408862,786491
2015-02-25,1967.1144504426977,1945.9164270273202,792872
2015-02-26,1944.9880984799872,1973.3298045963863,784008
2015-02-27,1973.539870180122,1958.1959336807936,2365109
2015-03-02,1957.6426908547564,1966.7425507801142,798816
2015-03-03,1966.712831830393,2002.6514989839297,809771
2015-03-04,2002.0713215704798,2001.5349599963806,801566
2015-03-05,2002.3399376338716,1994.273734178154,795358
2015-03-06,1994.0834134925096,1992.4523423460473,2346612
2015-03-09,1992.6144471168086,2018.9252373410607,788027
2015-03-10,2020.2461991134774,2020.449166940711,791181
2015-03-11,2020.6025531410512,1991.278649858838,775262
2015-03-12,1990.7030251721255,2001.65007654758,800049
2015-03-13,2001.293399719255,1935.2634640214305,2339800
2015-03-16,1935.5515998895403,1933.5467106006715,802378
2015-03-17,1934.5390655548738,1879.634341507346,790176
2015-03-18,1879.0562555636873,1869.97650218792,786484
2015-03-19,1870.1671393353658,1878.8307716282518,799132
2015-03-20,1879.060462194868,1905.7026065352582,2384481
2015-03-23,1905.4469105379055,1887.6869178452196,795147
2015-03-24,1886.4321151793372,1879.3670552893607,796102
2015-03-25,1879.3220227120803,1896.3272388784146,782102
2015-03-26,1896.1656084423882,1898.3478481374132,784922
2015-03-27,1897.3000310968273,1920.9039318787773,2408955
2015-03-30,1920.5070250235606,1937.78020051644,780946
2015-03-31,1937.246572160698,1976.7039027599828,805734
2015-04-01,1976.3818536769281,1938.93451153939,774105
2015-04-02,1938.7168405139364,1980.0365916645162,799471
2015-04-03,1981.1730440204165,2029.166117641766,2413640
2015-04-06,2028.797968247867,2032.751712350932,798907
2015-04-07,2032.5531116756486,2036.840815564311,786540
2015-04-08,2036.7199680807146,1979.5201272241438,789825
2015-04-09,1979.3706402206953,2004.287773248248,801702
2015-04-10,2004.5141520963853,2026.8750323476497,2398637
2015-04-13,2026.9586451924542,2011.2159787719272,802266
2015-04-14,2010.2684475649419,2010.6237653228225,799868
2015-04-15,2009.7456530458967,1997.621621915901,786468
2015-04-16,1997.5948795800587,2009.9750337632772,784014
2015-04-17,2009.4085687975685,2031.964448500237,2382044
2015-04-20,2032.4031090635856,2072.568980778707,790728
2015-04-21,2073.3333844862746,2089.8694786849064,793284
2015-04-22,2090.7072266380824,2103.8731433436906,788356
2015-04-23,2104.207521235304,2127.4794221626303,787227
2015-04-24,2128.234808221836,2080.7796880630744,2334447
2015-04-27,2081.417846138684,2101.52243782883,791844
2015-04-28,2101.42152699893,2097.1274324765245,793032
2015-04-29,2097.6942212759204,2103.7218000884736,803449
2015-04-30,2103.4311807574295,2120.5734854789807,800415
2015-05-01,2119.5471139214064,2163.6492447036003,2374740
2015-05-04,2162.917790669027,2190.5788633170023,797866
2015-05-05,2191.3215416328608,2205.6131205512775,784638
2015-05-06,2206.3476797786393,2207.462240173203,798516
2015-05-07,2208.2617921666056,2167.096410049359,771097
2015-05-08,2167.0613955532217,2194.053495059572,2358854
2015-05-11,2194.457091065147,2209.1338318344096,792509
2015-05-12,2210.4979979895274,2224.2737133570818,791326
2015-05-13,2224.246466787438,2291.8502595288974,784732
2015-05-14,2292.293472045055,2305.5038992648456,768965
2015-05-15,2306.609380635765,2277.4851649158454,2382067
2015-05-18,2276.978390295224,2249.216500214461,799828
2015-05-19,2249.925555763616,2287.87144916594,787920
2015-05-20,2288.6025799730187,2308.7018299682504,806300
2015-05-21,2309.48973767357,2306.262011552371,792076
2015-05-22,2307.403272097947,2364.523599337307,2395362
2015-05-25,2364.3045735788037,2355.2274972386485,802388
2015-05-26,2355.010483953989,2377.4656463647393,802809
2015-05-27,2377.8955429170505,2362.3839791530113,796179
2015-05-28,2362.912373989752,2414.3442395990164,804273
2015-05-29,2414.750090536504,2403.1565900004452,2387433
2015-06-01,2403.6747390403043,2391.2735472687104,776959
2015-06-02,2391.0778888796954,2418.6662010347095,807252
2015-06-03,2417.760063550614,2424.732978334324,776484
2015-06-04,2425.0317986479295,2430.760870454286,779668
2015-06-05,2430.411654059462,2441.0211966040756,2382586
2015-06-08,2441.5095008424705,2442.63927625416,806681
2015-06-09,2443.4915516219794,2443.269691894527,794167
2015-06-10,2441.8993612402605,2389.4717927781426,790345
2015-06-11,2389.2652528877907,2404.9958483967257,797392
2015-06-12,2404.594373509286,2437.49788011433,2384416
2015-06-15,2436.882409882914,2381.4864564706427,785480
2015-06-16,2380.8237577322398,2392.878222113409,792709
2015-06-17,2392.7195144238544,2348.437180887549,789033
2015-06-18,2348.294730647544,2376.9929470583725,789760
2015-06-19,2377.0384899649625,2484.0419348120736,2397886
2015-06-22,2483.7967474632233,2474.8302056787534,777342
2015-06-23,2474.374371291556,2526.322346319419,783505
2015-06-24,2526.903086362639,2549.922224050704,792922
2015-06-25,2549.9057220766545,2525.284157491529,799594
2015-06-26,2525.4875932535197,2498.0728788536885,2360925
2015-06-29,2498.5918677530303,2477.951178294342,787372
2015-06-30,2479.1489802919164,2542.0452548808726,782271
2015-07-01,2541.659639101865,2519.66314964074,783653
2015-07-02,2520.1682518260227,2549.7046197234454,791257
2015-07-03,2548.752049099075,2600.6247838737286,2381914
2015-07-06,2599.3741394276467,2620.067960518277,802128
2015-07-07,2619.1606552398353,2610.238386934416,777076
2015-07-08,2609.740445351307,2608.042030135286,795898
2015-07-09,2607.7276699480517,2548.2633180258613,799633
2015-07-10,2546.61296378791,2537.9887791039646,2386220
2015-07-13,2538.2708483778792,2577.0595431949127,780139
2015-07-14,2576.4220029516937,2557.7366851093166,800713
2015-07-15,2557.346990794779,2579.302126892833,799060
2015-07-16,2579.331760689556,2620.840818983849,784253
